"Time","Subsystem #1|Substep|box|CTLs|Vars|Pload1","Subsystem #1|Substep|box|CTLs|Vars|Ppv1"
0.01745,403.6127194,408.4328394
0.0175,408.8014444,408.2956431
0.01755,404.5538067,408.3680179
0.0176,409.6550322,408.2063704
0.01765,405.3745598,408.2580924
0.0177,410.3937805,408.0775755
0.01775,404.4831578,408.1202531
0.0178,409.6794055,407.9905383
0.01785,403.7886104,408.0709626
0.0179,409.0028703,407.970017
0.01795,403.1310294,408.0729615
0.018,408.3987725,407.9904133
0.01805,404.1582996,408.1008841
0.0181,409.1821433,407.9649943
0.01815,404.9111752,408.0349854
0.0182,409.8687592,407.8670846
0.01825,403.9704155,407.919016
0.0183,409.1166395,407.7960307
0.01835,403.2391958,407.8817243
0.0184,408.4638287,407.7849142
0.01845,402.6047749,407.8913984
0.0185,407.8635,407.8118785
0.01855,403.6348751,407.9251568
0.0186,408.6729255,407.7917943
0.01865,404.4132048,407.8642342
0.0187,409.362741,407.6986037
0.01875,405.0751198,407.7451144
0.0188,409.9640928,407.5572879
0.01885,404.0594376,407.5925815
0.0189,409.1760726,407.454655
0.01895,403.2932769,407.5274903
0.019,408.448568,407.4187549
0.01905,402.5861575,407.5149186
0.0191,407.7622939,407.4257062
0.01915,401.9192545,407.5383174
0.0192,407.1607474,407.4636809
0.01925,400.3879544,407.5915585
0.0193,405.2980236,407.5962313
0.01935,399.5262024,407.7842058
0.0194,405.0232896,407.7731068
0.01945,399.2602251,407.9514194
0.0195,404.7740796,407.9353308
0.01955,400.6539222,408.1034288
0.0196,405.8904651,408.0210442
0.01965,401.7304658,408.1388336
0.0197,406.8470914,408.0170026
0.01975,404.0584157,408.0908662
0.0198,409.032604,407.8774106
0.01985,404.7537377,407.8907363
0.0199,409.6474992,407.6804298
0.01995,406.725866,407.6794779
0.02,411.4952272,407.3969095
0.02005,408.4834998,407.3354711
0.0201,413.0881181,406.9980824
0.02015,407.0880919,406.9081607
0.0202,411.8819148,406.6592828
0.02025,407.4756774,406.6268786
0.0203,412.0819283,406.3594756
0.02035,405.191986,406.3225405
0.0204,409.6109272,406.1804168
0.02045,402.7802328,406.2429987
0.0205,407.3539513,406.183511
0.02055,400.577375,406.3159385
0.0206,405.3380878,406.3176996
0.02065,399.5553952,406.5008434
0.0207,404.910594,406.4825461
0.02075,399.1408145,406.6548609
0.0208,404.5884508,406.6323575
0.02085,400.4467493,406.7961563
0.0209,405.6571485,406.7090079
0.02095,399.86724,406.8316169
0.021,405.2469217,406.7728311
0.02105,399.4692376,406.916802
0.0211,404.8573613,406.874694
0.02115,399.0914137,407.0317914
0.0212,404.4868597,407.0005843
0.02125,400.3552952,407.1589729
0.0213,405.4811901,407.0694157
0.02135,401.3135394,407.1831325
0.0214,406.3261394,407.058009
0.02145,400.5186992,407.1506175
0.0215,405.7443044,407.0673816
0.02155,401.5656178,407.1832286
0.0216,406.609622,407.0567634
0.02165,400.7938453,407.1463889
0.0217,406.067417,407.0587284
0.02175,400.2672622,407.1773306
0.0218,405.6072245,407.1119669
0.02185,399.8206132,407.2480587
0.0219,405.1867613,407.1970802
0.02195,401.0306372,407.3373523
0.022,406.1304391,407.2302978
0.02205,401.939718,407.327761
0.0221,406.9288201,407.1866799
0.02215,402.7073758,407.2566614
0.0222,407.6420114,407.0919634
0.02225,401.7965236,407.14943
0.0223,406.9838335,407.0332415
0.02235,401.1569536,407.126853
0.0224,406.4150838,407.0384052
0.02245,400.6045635,407.1538713
0.0225,405.9234285,407.0834462
0.02255,400.1272928,407.2138638
0.0226,405.5391976,407.1565291
0.02265,399.7546436,407.2981929
0.0227,405.201219,407.2511056
0.02275,399.4270432,407.4017275
0.0228,404.8874783,407.3629903
0.02285,399.1230505,407.5209438
0.0229,404.5877806,407.4891204
0.02295,398.8327357,407.6531184
0.023,404.3003639,407.6270259
0.02305,398.5543807,407.7959818
0.0231,404.0665809,407.7745998
0.02315,401.3832998,407.9274888
0.0232,406.5936571,407.7795822
0.02325,402.3971901,407.8476709
0.0233,407.4957815,407.6862935
0.02335,403.265353,407.7411991
0.0234,408.2672689,407.5657761
0.02345,402.4077058,407.6148007
0.0235,407.6137291,407.4921549
0.02355,401.7725665,407.5801712
0.0236,407.0438487,407.4870355
0.02365,400.2736945,407.6005694
0.0237,405.1971923,407.5937599
0.02375,399.4259598,407.7724307
0.0238,404.8983521,407.7534529
0.02385,400.7651152,407.9175731
0.0239,405.999154,407.8296999
0.02395,401.826817,407.9419414
0.024,406.9588401,407.8137718
0.02405,402.7510952,407.8941394
0.0241,407.8086049,407.739315
0.02415,403.5684916,407.7973991
0.0242,408.5986075,407.6225335
0.02425,404.3278984,407.6630137
0.0243,409.3347286,407.4714208
0.02435,402.5092699,407.5069585
0.0244,407.2922021,407.4359103
0.02445,401.4604163,407.5614099
0.0245,406.7824944,407.4960981
0.02455,400.9655388,407.6283111
0.0246,406.3004688,407.5706763
0.02465,402.1142348,407.7028249
0.0247,407.2216496,407.5865543
0.02475,403.0014108,407.6743629
0.0248,408.0471565,407.5232773
0.02485,403.7954362,407.5832434
0.0249,408.7491189,407.4085073
